Turn: R30    | Dial: 50 -> 80 | Zero passes: 0
Turn: L239   | Dial: 30 -> 91 | Zero passes: 472
Turn: L733   | Dial: 91 -> 58 | Zero passes: 479
Turn: R81    | Dial: 58 -> 39 | Zero passes: 480
Turn: L39    | Dial: 39 ->  0 | Zero passes: 481  <== HIT 0!
Turn: L76    | Dial:  0 -> 24 | Zero passes: 481
Turn: L37    | Dial: 24 -> 87 | Zero passes: 482
Turn: L87    | Dial: 87 ->  0 | Zero passes: 483  <== HIT 0!
Turn: R42    | Dial:  0 -> 42 | Zero passes: 483
Turn: R58    | Dial: 42 ->  0 | Zero passes: 484  <== HIT 0!
Turn: R76    | Dial:  0 -> 76 | Zero passes: 484
Turn: R42    | Dial: 76 -> 18 | Zero passes: 485
Turn: R12    | Dial: 18 -> 30 | Zero passes: 485
Turn: L18    | Dial: 30 -> 12 | Zero passes: 485
Turn: L6     | Dial: 12 ->  6 | Zero passes: 485
Turn: L6     | Dial:  6 ->  0 | Zero passes: 486  <== HIT 0!
Turn: R890   | Dial:  0 -> 90 | Zero passes: 494
Turn: L46    | Dial: 90 -> 44 | Zero passes: 494
Turn: L4     | Dial: 44 -> 40 | Zero passes: 494
Turn: L72    | Dial: 40 -> 68 | Zero passes: 495
Turn: R84    | Dial: 68 -> 52 | Zero passes: 496
Turn: L552   | Dial: 52 ->  0 | Zero passes: 502  <== HIT 0!
Turn: R22    | Dial:  0 -> 22 | Zero passes: 502
Turn: R78    | Dial: 22 ->  0 | Zero passes: 503  <== HIT 0!
Turn: L66    | Dial:  0 -> 34 | Zero passes: 503
Turn: R66    | Dial: 34 ->  0 | Zero passes: 504  <== HIT 0!
Turn: R12    | Dial:  0 -> 12 | Zero passes: 504
Turn: L43    | Dial: 12 -> 69 | Zero passes: 505
Turn: R31    | Dial: 69 ->  0 | Zero passes: 506  <== HIT 0!
Turn: R29    | Dial:  0 -> 29 | Zero passes: 506
Turn: R78    | Dial: 29 ->  7 | Zero passes: 507
Turn: L168   | Dial:  7 -> 39 | Zero passes: 509
Turn: L39    | Dial: 39 ->  0 | Zero passes: 510  <== HIT 0!
Turn: R556   | Dial:  0 -> 56 | Zero passes: 515
Turn: L56    | Dial: 56 ->  0 | Zero passes: 516  <== HIT 0!
Turn: R44    | Dial:  0 -> 44 | Zero passes: 516
Turn: L44    | Dial: 44 ->  0 | Zero passes: 517  <== HIT 0!
Turn: R99    | Dial:  0 -> 99 | Zero passes: 517
Turn: R96    | Dial: 99 -> 95 | Zero passes: 518
Turn: R49    | Dial: 95 -> 44 | Zero passes: 519
Turn: R61    | Dial: 44 ->  5 | Zero passes: 520
Turn: L469   | Dial:  5 -> 36 | Zero passes: 525
Turn: L36    | Dial: 36 ->  0 | Zero passes: 526  <== HIT 0!
Turn: L57    | Dial:  0 -> 43 | Zero passes: 526
Turn: L12    | Dial: 43 -> 31 | Zero passes: 526
Turn: L831   | Dial: 31 ->  0 | Zero passes: 535  <== HIT 0!
Turn: R365   | Dial:  0 -> 65 | Zero passes: 538
Turn: L78    | Dial: 65 -> 87 | Zero passes: 539
Turn: R927   | Dial: 87 -> 14 | Zero passes: 549
Turn: L60    | Dial: 14 -> 54 | Zero passes: 550
Turn: L12    | Dial: 54 -> 42 | Zero passes: 550
Turn: R75    | Dial: 42 -> 17 | Zero passes: 551
Turn: L82    | Dial: 17 -> 35 | Zero passes: 552
Turn: R28    | Dial: 35 -> 63 | Zero passes: 552
Turn: R37    | Dial: 63 ->  0 | Zero passes: 553  <== HIT 0!
Turn: L21    | Dial:  0 -> 79 | Zero passes: 553
Turn: R68    | Dial: 79 -> 47 | Zero passes: 554
Turn: R653   | Dial: 47 ->  0 | Zero passes: 561  <== HIT 0!
Turn: R868   | Dial:  0 -> 68 | Zero passes: 569
Turn: L34    | Dial: 68 -> 34 | Zero passes: 569
Turn: L16    | Dial: 34 -> 18 | Zero passes: 569
Turn: L64    | Dial: 18 -> 54 | Zero passes: 570
Turn: R9     | Dial: 54 -> 63 | Zero passes: 570
Turn: R37    | Dial: 63 ->  0 | Zero passes: 571  <== HIT 0!
Turn: R434   | Dial:  0 -> 34 | Zero passes: 575
Turn: L31    | Dial: 34 ->  3 | Zero passes: 575
Turn: R811   | Dial:  3 -> 14 | Zero passes: 583
Turn: R86    | Dial: 14 ->  0 | Zero passes: 584  <== HIT 0!
Turn: L56    | Dial:  0 -> 44 | Zero passes: 584
Turn: L865   | Dial: 44 -> 79 | Zero passes: 593
Turn: R46    | Dial: 79 -> 25 | Zero passes: 594
Turn: R54    | Dial: 25 -> 79 | Zero passes: 594
Turn: R543   | Dial: 79 -> 22 | Zero passes: 600
Turn: L145   | Dial: 22 -> 77 | Zero passes: 602
Turn: R23    | Dial: 77 ->  0 | Zero passes: 603  <== HIT 0!
Turn: L30    | Dial:  0 -> 70 | Zero passes: 603
Turn: L99    | Dial: 70 -> 71 | Zero passes: 604
Turn: R29    | Dial: 71 ->  0 | Zero passes: 605  <== HIT 0!
Turn: R38    | Dial:  0 -> 38 | Zero passes: 605
Turn: R62    | Dial: 38 ->  0 | Zero passes: 606  <== HIT 0!
Turn: L540   | Dial:  0 -> 60 | Zero passes: 611
Turn: L60    | Dial: 60 ->  0 | Zero passes: 612  <== HIT 0!
Turn: L84    | Dial:  0 -> 16 | Zero passes: 612
Turn: L969   | Dial: 16 -> 47 | Zero passes: 622
Turn: R90    | Dial: 47 -> 37 | Zero passes: 623
Turn: R227   | Dial: 37 -> 64 | Zero passes: 625
Turn: R50    | Dial: 64 -> 14 | Zero passes: 626
Turn: R72    | Dial: 14 -> 86 | Zero passes: 626
Turn: L488   | Dial: 86 -> 98 | Zero passes: 631
Turn: L82    | Dial: 98 -> 16 | Zero passes: 631
Turn: L16    | Dial: 16 ->  0 | Zero passes: 632  <== HIT 0!
Turn: L86    | Dial:  0 -> 14 | Zero passes: 632
Turn: L65    | Dial: 14 -> 49 | Zero passes: 633
Turn: R51    | Dial: 49 ->  0 | Zero passes: 634  <== HIT 0!
Turn: R87    | Dial:  0 -> 87 | Zero passes: 634
Turn: R13    | Dial: 87 ->  0 | Zero passes: 635  <== HIT 0!
Turn: R626   | Dial:  0 -> 26 | Zero passes: 641
Turn: R94    | Dial: 26 -> 20 | Zero passes: 642
Turn: L5     | Dial: 20 -> 15 | Zero passes: 642
Turn: R45    | Dial: 15 -> 60 | Zero passes: 642
Turn: R446   | Dial: 60 ->  6 | Zero passes: 647
Turn: R76    | Dial:  6 -> 82 | Zero passes: 647
Turn: R88    | Dial: 82 -> 70 | Zero passes: 648
Turn: L70    | Dial: 70 ->  0 | Zero passes: 649  <== HIT 0!
Turn: L92    | Dial:  0 ->  8 | Zero passes: 649
Turn: R92    | Dial:  8 ->  0 | Zero passes: 650  <== HIT 0!
Turn: L22    | Dial:  0 -> 78 | Zero passes: 650
Turn: R22    | Dial: 78 ->  0 | Zero passes: 651  <== HIT 0!
Turn: R536   | Dial:  0 -> 36 | Zero passes: 656
Turn: L22    | Dial: 36 -> 14 | Zero passes: 656
Turn: L9     | Dial: 14 ->  5 | Zero passes: 656
Turn: L730   | Dial:  5 -> 75 | Zero passes: 664
Turn: L69    | Dial: 75 ->  6 | Zero passes: 664
Turn: R35    | Dial:  6 -> 41 | Zero passes: 664
Turn: L34    | Dial: 41 ->  7 | Zero passes: 664
Turn: R37    | Dial:  7 -> 44 | Zero passes: 664
Turn: R88    | Dial: 44 -> 32 | Zero passes: 665
Turn: R89    | Dial: 32 -> 21 | Zero passes: 666
Turn: R79    | Dial: 21 ->  0 | Zero passes: 667  <== HIT 0!
Turn: R56    | Dial:  0 -> 56 | Zero passes: 667
Turn: L888   | Dial: 56 -> 68 | Zero passes: 676
Turn: L68    | Dial: 68 ->  0 | Zero passes: 677  <== HIT 0!
Turn: L53    | Dial:  0 -> 47 | Zero passes: 677
Turn: R53    | Dial: 47 ->  0 | Zero passes: 678  <== HIT 0!
Turn: R620   | Dial:  0 -> 20 | Zero passes: 684
Turn: L15    | Dial: 20 ->  5 | Zero passes: 684
Turn: R95    | Dial:  5 ->  0 | Zero passes: 685  <== HIT 0!
Turn: L794   | Dial:  0 ->  6 | Zero passes: 692
Turn: R94    | Dial:  6 ->  0 | Zero passes: 693  <== HIT 0!
Turn: L10    | Dial:  0 -> 90 | Zero passes: 693
Turn: R76    | Dial: 90 -> 66 | Zero passes: 694
Turn: R87    | Dial: 66 -> 53 | Zero passes: 695
Turn: L69    | Dial: 53 -> 84 | Zero passes: 696
Turn: R16    | Dial: 84 ->  0 | Zero passes: 697  <== HIT 0!
Turn: R737   | Dial:  0 -> 37 | Zero passes: 704
Turn: R98    | Dial: 37 -> 35 | Zero passes: 705
Turn: L5     | Dial: 35 -> 30 | Zero passes: 705
Turn: L30    | Dial: 30 ->  0 | Zero passes: 706  <== HIT 0!
Turn: L20    | Dial:  0 -> 80 | Zero passes: 706
Turn: L2     | Dial: 80 -> 78 | Zero passes: 706
Turn: L953   | Dial: 78 -> 25 | Zero passes: 715
Turn: L29    | Dial: 25 -> 96 | Zero passes: 716
Turn: L988   | Dial: 96 ->  8 | Zero passes: 725
Turn: R16    | Dial:  8 -> 24 | Zero passes: 725
Turn: L87    | Dial: 24 -> 37 | Zero passes: 726
Turn: L81    | Dial: 37 -> 56 | Zero passes: 727
Turn: L156   | Dial: 56 ->  0 | Zero passes: 729  <== HIT 0!
Turn: L51    | Dial:  0 -> 49 | Zero passes: 729
Turn: R478   | Dial: 49 -> 27 | Zero passes: 734
Turn: R65    | Dial: 27 -> 92 | Zero passes: 734
Turn: L792   | Dial: 92 ->  0 | Zero passes: 742  <== HIT 0!
Turn: R33    | Dial:  0 -> 33 | Zero passes: 742
Turn: L33    | Dial: 33 ->  0 | Zero passes: 743  <== HIT 0!
Turn: R99    | Dial:  0 -> 99 | Zero passes: 743
Turn: R7     | Dial: 99 ->  6 | Zero passes: 744
Turn: R14    | Dial:  6 -> 20 | Zero passes: 744
Turn: L20    | Dial: 20 ->  0 | Zero passes: 745  <== HIT 0!
Turn: L11    | Dial:  0 -> 89 | Zero passes: 745
Turn: R11    | Dial: 89 ->  0 | Zero passes: 746  <== HIT 0!
Turn: L37    | Dial:  0 -> 63 | Zero passes: 746
Turn: R387   | Dial: 63 -> 50 | Zero passes: 750
Turn: L7     | Dial: 50 -> 43 | Zero passes: 750
Turn: R15    | Dial: 43 -> 58 | Zero passes: 750
Turn: L58    | Dial: 58 ->  0 | Zero passes: 751  <== HIT 0!
Turn: L6     | Dial:  0 -> 94 | Zero passes: 751
Turn: L294   | Dial: 94 ->  0 | Zero passes: 754  <== HIT 0!
Turn: R29    | Dial:  0 -> 29 | Zero passes: 754
Turn: L29    | Dial: 29 ->  0 | Zero passes: 755  <== HIT 0!
Turn: R10    | Dial:  0 -> 10 | Zero passes: 755
Turn: R38    | Dial: 10 -> 48 | Zero passes: 755
Turn: L52    | Dial: 48 -> 96 | Zero passes: 756
Turn: L7     | Dial: 96 -> 89 | Zero passes: 756
Turn: L89    | Dial: 89 ->  0 | Zero passes: 757  <== HIT 0!
Turn: R596   | Dial:  0 -> 96 | Zero passes: 762
Turn: L79    | Dial: 96 -> 17 | Zero passes: 762
Turn: R88    | Dial: 17 ->  5 | Zero passes: 763
Turn: L78    | Dial:  5 -> 27 | Zero passes: 764
Turn: R473   | Dial: 27 ->  0 | Zero passes: 769  <== HIT 0!
Turn: L63    | Dial:  0 -> 37 | Zero passes: 769
Turn: L37    | Dial: 37 ->  0 | Zero passes: 770  <== HIT 0!
Turn: R3     | Dial:  0 ->  3 | Zero passes: 770
Turn: L703   | Dial:  3 ->  0 | Zero passes: 778  <== HIT 0!
Turn: R55    | Dial:  0 -> 55 | Zero passes: 778
Turn: R146   | Dial: 55 ->  1 | Zero passes: 780
Turn: R435   | Dial:  1 -> 36 | Zero passes: 784
Turn: L36    | Dial: 36 ->  0 | Zero passes: 785  <== HIT 0!
Turn: L91    | Dial:  0 ->  9 | Zero passes: 785
Turn: L215   | Dial:  9 -> 94 | Zero passes: 788
Turn: R35    | Dial: 94 -> 29 | Zero passes: 789
Turn: R41    | Dial: 29 -> 70 | Zero passes: 789
Turn: R69    | Dial: 70 -> 39 | Zero passes: 790
Turn: L31    | Dial: 39 ->  8 | Zero passes: 790
Turn: R42    | Dial:  8 -> 50 | Zero passes: 790
Turn: R50    | Dial: 50 ->  0 | Zero passes: 791  <== HIT 0!
Turn: L32    | Dial:  0 -> 68 | Zero passes: 791
Turn: R2     | Dial: 68 -> 70 | Zero passes: 791
Turn: L70    | Dial: 70 ->  0 | Zero passes: 792  <== HIT 0!
Turn: R69    | Dial:  0 -> 69 | Zero passes: 792
Turn: R55    | Dial: 69 -> 24 | Zero passes: 793
Turn: R67    | Dial: 24 -> 91 | Zero passes: 793
Turn: R6     | Dial: 91 -> 97 | Zero passes: 793
Turn: L97    | Dial: 97 ->  0 | Zero passes: 794  <== HIT 0!
Turn: L16    | Dial:  0 -> 84 | Zero passes: 794
Turn: R17    | Dial: 84 ->  1 | Zero passes: 795
Turn: R40    | Dial:  1 -> 41 | Zero passes: 795
Turn: L496   | Dial: 41 -> 45 | Zero passes: 800
Turn: L661   | Dial: 45 -> 84 | Zero passes: 807
Turn: L75    | Dial: 84 ->  9 | Zero passes: 807
Turn: L9     | Dial:  9 ->  0 | Zero passes: 808  <== HIT 0!
Turn: L358   | Dial:  0 -> 42 | Zero passes: 811
Turn: R776   | Dial: 42 -> 18 | Zero passes: 819
Turn: R54    | Dial: 18 -> 72 | Zero passes: 819
Turn: R28    | Dial: 72 ->  0 | Zero passes: 820  <== HIT 0!
Turn: L80    | Dial:  0 -> 20 | Zero passes: 820
Turn: L20    | Dial: 20 ->  0 | Zero passes: 821  <== HIT 0!
Turn: R446   | Dial:  0 -> 46 | Zero passes: 825
Turn: L446   | Dial: 46 ->  0 | Zero passes: 830  <== HIT 0!
Turn: R223   | Dial:  0 -> 23 | Zero passes: 832
Turn: L73    | Dial: 23 -> 50 | Zero passes: 833
Turn: L83    | Dial: 50 -> 67 | Zero passes: 834
Turn: R75    | Dial: 67 -> 42 | Zero passes: 835
Turn: R108   | Dial: 42 -> 50 | Zero passes: 836
Turn: R89    | Dial: 50 -> 39 | Zero passes: 837
Turn: L50    | Dial: 39 -> 89 | Zero passes: 838
Turn: L889   | Dial: 89 ->  0 | Zero passes: 847  <== HIT 0!
Turn: L720   | Dial:  0 -> 80 | Zero passes: 854
Turn: R69    | Dial: 80 -> 49 | Zero passes: 855
Turn: R41    | Dial: 49 -> 90 | Zero passes: 855
Turn: L90    | Dial: 90 ->  0 | Zero passes: 856  <== HIT 0!
Turn: R125   | Dial:  0 -> 25 | Zero passes: 857
Turn: L25    | Dial: 25 ->  0 | Zero passes: 858  <== HIT 0!
Turn: R63    | Dial:  0 -> 63 | Zero passes: 858
Turn: L26    | Dial: 63 -> 37 | Zero passes: 858
Turn: R12    | Dial: 37 -> 49 | Zero passes: 858
Turn: R51    | Dial: 49 ->  0 | Zero passes: 859  <== HIT 0!
Turn: R68    | Dial:  0 -> 68 | Zero passes: 859
Turn: R55    | Dial: 68 -> 23 | Zero passes: 860
Turn: R7     | Dial: 23 -> 30 | Zero passes: 860
Turn: L30    | Dial: 30 ->  0 | Zero passes: 861  <== HIT 0!
Turn: L16    | Dial:  0 -> 84 | Zero passes: 861
Turn: L84    | Dial: 84 ->  0 | Zero passes: 862  <== HIT 0!
Turn: R92    | Dial:  0 -> 92 | Zero passes: 862
Turn: R78    | Dial: 92 -> 70 | Zero passes: 863
Turn: R16    | Dial: 70 -> 86 | Zero passes: 863
Turn: L62    | Dial: 86 -> 24 | Zero passes: 863
Turn: R76    | Dial: 24 ->  0 | Zero passes: 864  <== HIT 0!
Turn: L961   | Dial:  0 -> 39 | Zero passes: 873
Turn: L75    | Dial: 39 -> 64 | Zero passes: 874
Turn: L69    | Dial: 64 -> 95 | Zero passes: 875
Turn: L95    | Dial: 95 ->  0 | Zero passes: 876  <== HIT 0!
Turn: L983   | Dial:  0 -> 17 | Zero passes: 885
Turn: L17    | Dial: 17 ->  0 | Zero passes: 886  <== HIT 0!
Turn: L92    | Dial:  0 ->  8 | Zero passes: 886
Turn: L63    | Dial:  8 -> 45 | Zero passes: 887
Turn: L54    | Dial: 45 -> 91 | Zero passes: 888
Turn: R9     | Dial: 91 ->  0 | Zero passes: 889  <== HIT 0!
Turn: R45    | Dial:  0 -> 45 | Zero passes: 889
Turn: R39    | Dial: 45 -> 84 | Zero passes: 889
Turn: L84    | Dial: 84 ->  0 | Zero passes: 890  <== HIT 0!
Turn: R97    | Dial:  0 -> 97 | Zero passes: 890
Turn: L203   | Dial: 97 -> 94 | Zero passes: 892
Turn: R19    | Dial: 94 -> 13 | Zero passes: 893
Turn: L109   | Dial: 13 ->  4 | Zero passes: 894
Turn: R48    | Dial:  4 -> 52 | Zero passes: 894
Turn: R77    | Dial: 52 -> 29 | Zero passes: 895
Turn: R38    | Dial: 29 -> 67 | Zero passes: 895
Turn: L67    | Dial: 67 ->  0 | Zero passes: 896  <== HIT 0!
Turn: L16    | Dial:  0 -> 84 | Zero passes: 896
Turn: L78    | Dial: 84 ->  6 | Zero passes: 896
Turn: L6     | Dial:  6 ->  0 | Zero passes: 897  <== HIT 0!
Turn: R65    | Dial:  0 -> 65 | Zero passes: 897
Turn: R10    | Dial: 65 -> 75 | Zero passes: 897
Turn: R961   | Dial: 75 -> 36 | Zero passes: 907
Turn: R28    | Dial: 36 -> 64 | Zero passes: 907
Turn: R36    | Dial: 64 ->  0 | Zero passes: 908  <== HIT 0!
Turn: R93    | Dial:  0 -> 93 | Zero passes: 908
Turn: R291   | Dial: 93 -> 84 | Zero passes: 911
Turn: L84    | Dial: 84 ->  0 | Zero passes: 912  <== HIT 0!
Turn: L38    | Dial:  0 -> 62 | Zero passes: 912
Turn: R38    | Dial: 62 ->  0 | Zero passes: 913  <== HIT 0!
Turn: R31    | Dial:  0 -> 31 | Zero passes: 913
Turn: R877   | Dial: 31 ->  8 | Zero passes: 922
Turn: R18    | Dial:  8 -> 26 | Zero passes: 922
Turn: R46    | Dial: 26 -> 72 | Zero passes: 922
Turn: R28    | Dial: 72 ->  0 | Zero passes: 923  <== HIT 0!
Turn: L44    | Dial:  0 -> 56 | Zero passes: 923
Turn: L3     | Dial: 56 -> 53 | Zero passes: 923
Turn: L53    | Dial: 53 ->  0 | Zero passes: 924  <== HIT 0!
Turn: R30    | Dial:  0 -> 30 | Zero passes: 924
Turn: L22    | Dial: 30 ->  8 | Zero passes: 924
Turn: R92    | Dial:  8 ->  0 | Zero passes: 925  <== HIT 0!
Turn: L70    | Dial:  0 -> 30 | Zero passes: 925
Turn: R96    | Dial: 30 -> 26 | Zero passes: 926
Turn: R18    | Dial: 26 -> 44 | Zero passes: 926
Turn: R90    | Dial: 44 -> 34 | Zero passes: 927
Turn: L834   | Dial: 34 ->  0 | Zero passes: 936  <== HIT 0!
Turn: R47    | Dial:  0 -> 47 | Zero passes: 936
Turn: L47    | Dial: 47 ->  0 | Zero passes: 937  <== HIT 0!
Turn: L68    | Dial:  0 -> 32 | Zero passes: 937
Turn: L35    | Dial: 32 -> 97 | Zero passes: 938
Turn: L97    | Dial: 97 ->  0 | Zero passes: 939  <== HIT 0!
Turn: R69    | Dial:  0 -> 69 | Zero passes: 939
Turn: L69    | Dial: 69 ->  0 | Zero passes: 940  <== HIT 0!
Turn: R422   | Dial:  0 -> 22 | Zero passes: 944
Turn: R408   | Dial: 22 -> 30 | Zero passes: 948
Turn: R70    | Dial: 30 ->  0 | Zero passes: 949  <== HIT 0!
Turn: R24    | Dial:  0 -> 24 | Zero passes: 949
Turn: L24    | Dial: 24 ->  0 | Zero passes: 950  <== HIT 0!
Turn: L11    | Dial:  0 -> 89 | Zero passes: 950
Turn: L98    | Dial: 89 -> 91 | Zero passes: 951
Turn: L18    | Dial: 91 -> 73 | Zero passes: 951
Turn: R27    | Dial: 73 ->  0 | Zero passes: 952  <== HIT 0!
Turn: L20    | Dial:  0 -> 80 | Zero passes: 952
Turn: R20    | Dial: 80 ->  0 | Zero passes: 953  <== HIT 0!
Turn: R96    | Dial:  0 -> 96 | Zero passes: 953
Turn: L96    | Dial: 96 ->  0 | Zero passes: 954  <== HIT 0!
Turn: L505   | Dial:  0 -> 95 | Zero passes: 959
Turn: L13    | Dial: 95 -> 82 | Zero passes: 959
Turn: R680   | Dial: 82 -> 62 | Zero passes: 966
Turn: L62    | Dial: 62 ->  0 | Zero passes: 967  <== HIT 0!
Turn: L18    | Dial:  0 -> 82 | Zero passes: 967
Turn: R60    | Dial: 82 -> 42 | Zero passes: 968
Turn: R658   | Dial: 42 ->  0 | Zero passes: 975  <== HIT 0!
Turn: L73    | Dial:  0 -> 27 | Zero passes: 975
Turn: R73    | Dial: 27 ->  0 | Zero passes: 976  <== HIT 0!
Turn: R16    | Dial:  0 -> 16 | Zero passes: 976
Turn: L16    | Dial: 16 ->  0 | Zero passes: 977  <== HIT 0!
Turn: L548   | Dial:  0 -> 52 | Zero passes: 982
Turn: R988   | Dial: 52 -> 40 | Zero passes: 992
Turn: L40    | Dial: 40 ->  0 | Zero passes: 993  <== HIT 0!
Turn: R83    | Dial:  0 -> 83 | Zero passes: 993
Turn: L620   | Dial: 83 -> 63 | Zero passes: 999
Turn: L674   | Dial: 63 -> 89 | Zero passes: 1006
Turn: L889   | Dial: 89 ->  0 | Zero passes: 1015  <== HIT 0!
Turn: L99    | Dial:  0 ->  1 | Zero passes: 1015
Turn: L1     | Dial:  1 ->  0 | Zero passes: 1016  <== HIT 0!
Turn: L97    | Dial:  0 ->  3 | Zero passes: 1016
Turn: R43    | Dial:  3 -> 46 | Zero passes: 1016
Turn: R980   | Dial: 46 -> 26 | Zero passes: 1026
Turn: L151   | Dial: 26 -> 75 | Zero passes: 1028
Turn: L75    | Dial: 75 ->  0 | Zero passes: 1029  <== HIT 0!
Turn: L3     | Dial:  0 -> 97 | Zero passes: 1029
Turn: L972   | Dial: 97 -> 25 | Zero passes: 1038
Turn: R21    | Dial: 25 -> 46 | Zero passes: 1038
Turn: L81    | Dial: 46 -> 65 | Zero passes: 1039
Turn: L946   | Dial: 65 -> 19 | Zero passes: 1048
Turn: L20    | Dial: 19 -> 99 | Zero passes: 1049
Turn: L99    | Dial: 99 ->  0 | Zero passes: 1050  <== HIT 0!
Turn: L6     | Dial:  0 -> 94 | Zero passes: 1050
Turn: R6     | Dial: 94 ->  0 | Zero passes: 1051  <== HIT 0!
Turn: R28    | Dial:  0 -> 28 | Zero passes: 1051
Turn: L34    | Dial: 28 -> 94 | Zero passes: 1052
Turn: R6     | Dial: 94 ->  0 | Zero passes: 1053  <== HIT 0!
Turn: R87    | Dial:  0 -> 87 | Zero passes: 1053
Turn: R2     | Dial: 87 -> 89 | Zero passes: 1053
Turn: R729   | Dial: 89 -> 18 | Zero passes: 1061
Turn: L59    | Dial: 18 -> 59 | Zero passes: 1062
Turn: L43    | Dial: 59 -> 16 | Zero passes: 1062
Turn: R33    | Dial: 16 -> 49 | Zero passes: 1062
Turn: L78    | Dial: 49 -> 71 | Zero passes: 1063
Turn: R969   | Dial: 71 -> 40 | Zero passes: 1073
Turn: L67    | Dial: 40 -> 73 | Zero passes: 1074
Turn: R70    | Dial: 73 -> 43 | Zero passes: 1075
Turn: L40    | Dial: 43 ->  3 | Zero passes: 1075
Turn: R97    | Dial:  3 ->  0 | Zero passes: 1076  <== HIT 0!
Turn: L76    | Dial:  0 -> 24 | Zero passes: 1076
Turn: L54    | Dial: 24 -> 70 | Zero passes: 1077
Turn: R22    | Dial: 70 -> 92 | Zero passes: 1077
Turn: R75    | Dial: 92 -> 67 | Zero passes: 1078
Turn: R33    | Dial: 67 ->  0 | Zero passes: 1079  <== HIT 0!
Turn: L80    | Dial:  0 -> 20 | Zero passes: 1079
Turn: R1     | Dial: 20 -> 21 | Zero passes: 1079
Turn: R89    | Dial: 21 -> 10 | Zero passes: 1080
Turn: L46    | Dial: 10 -> 64 | Zero passes: 1081
Turn: L63    | Dial: 64 ->  1 | Zero passes: 1081
Turn: L1     | Dial:  1 ->  0 | Zero passes: 1082  <== HIT 0!
Turn: R54    | Dial:  0 -> 54 | Zero passes: 1082
Turn: R46    | Dial: 54 ->  0 | Zero passes: 1083  <== HIT 0!
Turn: R976   | Dial:  0 -> 76 | Zero passes: 1092
Turn: R93    | Dial: 76 -> 69 | Zero passes: 1093
Turn: L17    | Dial: 69 -> 52 | Zero passes: 1093
Turn: L52    | Dial: 52 ->  0 | Zero passes: 1094  <== HIT 0!
Turn: R20    | Dial:  0 -> 20 | Zero passes: 1094
Turn: R88    | Dial: 20 ->  8 | Zero passes: 1095
Turn: L8     | Dial:  8 ->  0 | Zero passes: 1096  <== HIT 0!
Turn: R94    | Dial:  0 -> 94 | Zero passes: 1096
Turn: L94    | Dial: 94 ->  0 | Zero passes: 1097  <== HIT 0!
Turn: L79    | Dial:  0 -> 21 | Zero passes: 1097
Turn: L921   | Dial: 21 ->  0 | Zero passes: 1107  <== HIT 0!
Turn: R33    | Dial:  0 -> 33 | Zero passes: 1107
Turn: R939   | Dial: 33 -> 72 | Zero passes: 1116
Turn: L672   | Dial: 72 ->  0 | Zero passes: 1123  <== HIT 0!
Turn: R29    | Dial:  0 -> 29 | Zero passes: 1123
Turn: L29    | Dial: 29 ->  0 | Zero passes: 1124  <== HIT 0!
Turn: R75    | Dial:  0 -> 75 | Zero passes: 1124
Turn: R925   | Dial: 75 ->  0 | Zero passes: 1134  <== HIT 0!
Turn: R77    | Dial:  0 -> 77 | Zero passes: 1134
Turn: R6     | Dial: 77 -> 83 | Zero passes: 1134
Turn: R64    | Dial: 83 -> 47 | Zero passes: 1135
Turn: L447   | Dial: 47 ->  0 | Zero passes: 1140  <== HIT 0!
Turn: L411   | Dial:  0 -> 89 | Zero passes: 1144
Turn: L89    | Dial: 89 ->  0 | Zero passes: 1145  <== HIT 0!
Turn: L64    | Dial:  0 -> 36 | Zero passes: 1145
Turn: L736   | Dial: 36 ->  0 | Zero passes: 1153  <== HIT 0!
Turn: L28    | Dial:  0 -> 72 | Zero passes: 1153
Turn: R28    | Dial: 72 ->  0 | Zero passes: 1154  <== HIT 0!
Turn: R65    | Dial:  0 -> 65 | Zero passes: 1154
Turn: L65    | Dial: 65 ->  0 | Zero passes: 1155  <== HIT 0!
Turn: R430   | Dial:  0 -> 30 | Zero passes: 1159
Turn: L853   | Dial: 30 -> 77 | Zero passes: 1168
Turn: L77    | Dial: 77 ->  0 | Zero passes: 1169  <== HIT 0!
Turn: L785   | Dial:  0 -> 15 | Zero passes: 1176
Turn: L475   | Dial: 15 -> 40 | Zero passes: 1181
Turn: R1     | Dial: 40 -> 41 | Zero passes: 1181
Turn: R2     | Dial: 41 -> 43 | Zero passes: 1181
Turn: L92    | Dial: 43 -> 51 | Zero passes: 1182
Turn: R5     | Dial: 51 -> 56 | Zero passes: 1182
Turn: R825   | Dial: 56 -> 81 | Zero passes: 1190
Turn: L34    | Dial: 81 -> 47 | Zero passes: 1190
Turn: L47    | Dial: 47 ->  0 | Zero passes: 1191  <== HIT 0!
Turn: L59    | Dial:  0 -> 41 | Zero passes: 1191
Turn: L43    | Dial: 41 -> 98 | Zero passes: 1192
Turn: L93    | Dial: 98 ->  5 | Zero passes: 1192
Turn: L82    | Dial:  5 -> 23 | Zero passes: 1193
Turn: L924   | Dial: 23 -> 99 | Zero passes: 1203
Turn: R32    | Dial: 99 -> 31 | Zero passes: 1204
Turn: L31    | Dial: 31 ->  0 | Zero passes: 1205  <== HIT 0!
Turn: L89    | Dial:  0 -> 11 | Zero passes: 1205
Turn: R636   | Dial: 11 -> 47 | Zero passes: 1211
